,date,id_num,trip_num,admin1Name_1,rwi_pctl,rwi_ctwt_pctl,trips/person,trip_miles/person,miles/person,0_14_pct,15_64_pct,0_19_pct,20_39_pct,40_64_pct,65p_pct,M_pct,Population,health_fclt_count,admin1_infected,first_case,ban_travel,fed_lockdown_p1,fed_lockdown_p2,inter_state_travel_ban
18,2020-01-01,90,205,Ekiti,0.6216216216216216,0.5945945945945946,2.2777777777777777,10.84721499571268,33.21139890834697,0.3662997956109909,0.5964268380769661,0.4940528950552443,0.2952535380717253,0.1734202005609874,0.037273366312043,0.5043048153321379,3510952.0,679,0.0,0,0,0,0,0
19,2020-01-01,28,89,Yobe,0.027027027027027,0.027027027027027,3.1785714285714284,5.275001965426802,50.41153019344485,0.4691388179850362,0.5048995038050456,0.5760937260820382,0.2651078625817942,0.1328367331262492,0.0259616782099182,0.5201260409235117,3619142.0,585,0.0,0,0,0,0,0
20,2020-01-01,490,818,Imo,0.972972972972973,0.972972972972973,1.6693877551020408,11.249649791305426,74.88666981178535,0.3600290724137079,0.5951188700839131,0.481954211308931,0.2877011684665978,0.1854925627220922,0.0448520575023789,0.5015110336551765,5547527.0,1673,0.0,0,0,0,0,0
21,2020-01-01,135,243,Niger,0.4864864864864865,0.4594594594594595,1.8,6.506726631797128,24.442594835999287,0.471202827926769,0.5035993963032889,0.5747410608624244,0.2731167156838087,0.1269444476838247,0.0251977757699421,0.5093248027202903,5745269.0,2051,0.0,0,0,0,0,0
22,2020-01-01,77,137,Adamawa,0.3783783783783784,0.3513513513513513,1.7792207792207793,8.427090309563278,56.31984324982322,0.4474419886826158,0.5186029019248742,0.5547371957278797,0.2712278286011528,0.1400798662784575,0.0339551093925099,0.5068342598449392,4396599.0,1558,0.0,0,0,0,0,0
23,2020-01-01,161,338,Borno,0.5405405405405406,0.4054054054054054,2.099378881987578,11.36642691593615,35.65138904012304,0.4656333169168363,0.5077319274989265,0.5681088013450206,0.267848694888485,0.1374077481822571,0.0266347555842372,0.5216485478678367,6594992.0,878,0.0,0,0,0,0,0
24,2020-01-01,57,97,Katsina,0.1891891891891892,0.1621621621621621,1.7017543859649122,7.369564185466986,23.505662718218737,0.4865580385324469,0.4881893734794351,0.5887183865969431,0.2570600295983013,0.1289689958166376,0.0252525879881179,0.509826765221673,8050462.0,2221,0.0,0,0,0,0,0
25,2020-01-01,25,44,Gombe,0.1621621621621621,0.3243243243243243,1.76,3.8126122171505727,19.167852637234017,0.4747655452041227,0.4988770635927775,0.5879308286501329,0.2612908978627509,0.1244208822840163,0.0263573912030998,0.5284934612057086,3392445.0,792,0.0,0,0,0,0,0
26,2020-01-01,73,106,Nasarawa,0.2432432432432432,0.1891891891891892,1.452054794520548,10.307625352631074,23.839521848335544,0.458082127493156,0.5146632772780603,0.5659788815017599,0.2789616738365272,0.1278048494329292,0.0272545952287837,0.5071486116542824,2557000.0,1149,0.0,0,0,0,0,0
27,2020-01-01,839,1526,Rivers,0.8648648648648649,0.8648648648648649,1.8188319427890345,8.831769380318532,35.28204833594824,0.3607179556377358,0.6064986277483454,0.4807231132990501,0.3117280805452224,0.1747653895418086,0.0327834166139188,0.5155672987437575,7840763.0,719,0.0,0,0,0,0,0
28,2020-01-01,11030,19464,Lagos,1.0,1.0,1.7646418857660924,8.725513610566248,38.46114871737753,0.3302008890738382,0.6447111961662807,0.4286852457372615,0.3810200760039446,0.1652067634989127,0.0250879147598811,0.5212037107602719,14879754.0,2331,0.0,0,0,0,0,0
29,2020-01-01,42,92,Taraba,0.2972972972972973,0.2162162162162162,2.1904761904761907,5.803911461455653,26.08343937102917,0.4572416308140842,0.515646300036468,0.5640582005007052,0.2758621934723189,0.1329675368775281,0.0271120691494477,0.5130515216955309,3046503.0,1361,0.0,0,0,0,0,0
30,2020-01-01,47,112,Benue,0.3513513513513513,0.2432432432432432,2.382978723404255,7.744996984641067,53.28199613341921,0.4617573940726351,0.5075744703975699,0.5733536167601732,0.2616326461823774,0.1343456015276543,0.030668135529795,0.5046642022050832,5814928.0,2215,0.0,0,0,0,0,0
31,2020-01-01,93,184,Cross River,0.5675675675675675,0.4864864864864865,1.978494623655914,7.258030722522151,31.415727089668472,0.3831984467942394,0.5834763463285051,0.502135152648951,0.2947624780048835,0.16977716246891,0.0333252068772555,0.5092349804775577,3958265.0,1477,0.0,0,0,0,0,0
32,2020-01-01,162,293,Abia,0.945945945945946,0.918918918918919,1.808641975308642,11.25214317425064,65.19949392842231,0.3534586567540875,0.5993948920037422,0.4772173178649938,0.2912414793900557,0.1843947515027802,0.0471464512421703,0.5005799209430734,3878977.0,1228,0.0,0,0,0,0,0
33,2020-01-01,287,454,Enugu,0.8378378378378378,0.7837837837837838,1.5818815331010454,12.07082047295542,46.3832542856426,0.3548333037798759,0.5979631440077704,0.4761775354318779,0.2856972362648325,0.1909216760909358,0.0472035522123537,0.4860696777676699,4415727.0,1387,0.0,0,0,0,0,0
34,2020-01-01,465,791,Anambra,0.918918918918919,0.945945945945946,1.7010752688172044,11.720707541767789,53.50228368944994,0.3550563739560004,0.6034760570706295,0.4786018827702001,0.297758685510539,0.1821718627458907,0.04146756897337,0.5059823635153309,5936784.0,1628,0.0,0,0,0,0,0
35,2020-01-01,390,707,Kaduna,0.4054054054054054,0.5135135135135135,1.8128205128205128,9.989027550606052,57.53563194475274,0.4650370111053297,0.5075057258770135,0.572220496190532,0.2701385365938319,0.1301837041979793,0.0274572630176567,0.506968163107597,8758047.0,1082,0.0,0,0,0,0,0
36,2020-01-01,19,57,Zamfara,0.081081081081081,0.1081081081081081,3.0,12.893464025459606,39.14113333701008,0.4822951286895683,0.491700119890927,0.5828187567461904,0.2604491936749601,0.1307272981593448,0.0260047514195046,0.5030233221454106,4568319.0,908,0.0,0,0,0,0,0
37,2020-01-02,45,89,Bauchi,0.1351351351351351,0.081081081081081,1.9777777777777776,6.206331993816601,50.09295139559514,0.480968243685403,0.4930077633721537,0.5878427846138807,0.2584429549542655,0.1276902674894105,0.0260239929424433,0.5108444763587695,6690134.0,1312,0.0,0,0,0,0,0
38,2020-01-02,654,944,Kano,0.5945945945945946,0.8378378378378378,1.443425076452599,6.47231358529755,28.56713665083771,0.4727684792901625,0.5011033541407554,0.5813043954179103,0.263252261034827,0.1293151769781804,0.0261281665690821,0.5280232410357527,13612130.0,1562,0.0,0,0,0,0,0
39,2020-01-02,1761,5479,Federal Capital Territory,0.7837837837837838,0.7567567567567568,3.11130039750142,15.214935907689812,71.76946214926615,0.3761808011877354,0.6090082893686061,0.4647575147158683,0.3850807498303427,0.1353508260101304,0.0148109094436585,0.5320270119615359,4834747.0,551,0.0,0,0,0,0,0
40,2020-01-02,19,57,Kebbi,0.2162162162162162,0.1351351351351351,3.0,10.423956658163666,86.53985616163553,0.4855904279683244,0.4880145634361266,0.585059796376168,0.2588060589640911,0.1297391360641919,0.0263950085955489,0.5032996532071795,4510474.0,1079,0.0,0,0,0,0,0
41,2020-01-02,342,726,Kwara,0.2702702702702703,0.5405405405405406,2.12280701754386,7.006825186526459,35.49856060678204,0.4385627401251425,0.5300045253998054,0.5447054154148318,0.2752902219695285,0.1485716281405875,0.0314327344750521,0.5069599109955376,3378707.0,893,0.0,0,0,0,0,0
42,2020-01-02,68,154,Bayelsa,0.6756756756756757,0.6216216216216216,2.264705882352941,20.25601866340427,142.3713049182294,0.3783532339759174,0.5884318304151591,0.4986653657890734,0.2953734256872361,0.172746272914767,0.0332149356089234,0.5125803164505587,2537774.0,385,0.0,0,0,0,0,0
43,2020-01-02,146,292,Akwa Ibom,0.8918918918918919,0.8918918918918919,2.0,8.53317303212906,39.9738076411189,0.3714473458477974,0.5933145115115984,0.49228859514798,0.2923319785292857,0.18014128368213,0.0352381426406041,0.5077076983792477,5665764.0,866,0.0,0,0,0,0,0
44,2020-01-02,72,119,Sokoto,0.1081081081081081,0.2702702702702703,1.6527777777777777,4.4638727509571545,33.99066260055178,0.476871893107996,0.4955998750778277,0.5763294364776721,0.2578859110466608,0.1382564206614907,0.0275282318141762,0.505624481563039,5027130.0,922,0.0,0,0,0,0,0
45,2020-01-02,1303,2445,Oyo,0.3243243243243243,0.6486486486486487,1.876438986953185,6.448828554639821,38.27048481029704,0.3771123981268828,0.5836282165130016,0.4881978649411032,0.2949339042186691,0.177608845480112,0.0392593853601155,0.5019705838533485,8470586.0,1703,0.0,0,0,0,0,0
46,2020-01-02,20,33,Jigawa,0.054054054054054,0.054054054054054,1.65,9.561118270276012,28.84611712410003,0.4759832686855246,0.4966159109599566,0.5760210948304831,0.2600501871887575,0.1365278976262405,0.0274008203545187,0.505479893884154,5921830.0,721,0.0,0,0,0,0,0
47,2020-01-02,684,1345,Edo,0.7297297297297297,0.7027027027027027,1.966374269005848,7.044914032639392,40.00051348068329,0.3648963025856633,0.5925314188027963,0.4805518691939805,0.3048544639625592,0.1720213882319198,0.0425722786115404,0.5050509097282766,4393070.0,968,0.0,0,0,0,0,0
48,2020-01-02,344,616,Osun,0.7027027027027027,0.6756756756756757,1.7906976744186047,7.670032885728035,30.39686588636913,0.3664183617258332,0.5944391290481575,0.4860156065557474,0.2938661017159756,0.1809757825022676,0.0391425092260092,0.5059847910635072,4828740.0,1612,0.0,0,0,0,0,0
49,2020-01-02,36,53,Ebonyi,0.6486486486486487,0.5675675675675675,1.4722222222222223,11.635225347996744,30.265246250919,0.407884931714409,0.5547080871017148,0.5271122675388593,0.2662117310894284,0.169269020187836,0.0374069811838761,0.4891615626926456,2983133.0,1099,0.0,0,0,0,0,0
50,2020-01-02,760,1486,Delta,0.8108108108108109,0.7297297297297297,1.9552631578947368,9.563801206991643,37.50491895709209,0.3720574714734357,0.5865213978831537,0.4899358686389854,0.2943202889085726,0.1743227118090315,0.0414211306434104,0.5024198117756394,5827726.0,908,0.0,0,0,0,0,0
51,2020-01-02,130,254,Plateau,0.4324324324324324,0.4324324324324324,1.9538461538461536,22.08579725193047,96.42047573153263,0.4414834442444224,0.5246600953608579,0.5527704940339703,0.2778685947237091,0.135504450847601,0.0338564603947196,0.4998115216363967,4350632.0,1365,0.0,0,0,0,0,0
52,2020-01-02,222,519,Ondo,0.5135135135135135,0.3783783783783784,2.3378378378378377,9.909231126885892,47.85461781602946,0.3789351627473649,0.5832181604477588,0.4957618731850775,0.291435224265627,0.1749562257444191,0.0378466768048762,0.5035690220992856,4673409.0,1024,0.0,0,0,0,0,0
53,2020-01-02,53,132,Kogi,0.4594594594594595,0.2972972972972973,2.490566037735849,5.903914959622069,21.08661824526278,0.4503783966172144,0.5217364067083422,0.558655817449993,0.2727602401956365,0.1406987456799271,0.0278851966744432,0.506811428561977,4836724.0,1514,0.0,0,0,0,0,0
54,2020-01-02,2307,4493,Ogun,0.7567567567567568,0.8108108108108109,1.9475509319462505,9.459774918435093,40.97896503137894,0.3764942420253995,0.5828607691591555,0.4768523698530335,0.3111878860038042,0.1713147553277172,0.040644988815445,0.4983858197437503,5854055.0,1705,0.0,0,0,0,0,0
55,2020-01-02,78,197,Ekiti,0.6216216216216216,0.5945945945945946,2.525641025641025,11.813047882662504,47.7065378974948,0.3662997956109909,0.5964268380769661,0.4940528950552443,0.2952535380717253,0.1734202005609874,0.037273366312043,0.5043048153321379,3510952.0,679,0.0,0,0,0,0,0
56,2020-01-02,37,97,Yobe,0.027027027027027,0.027027027027027,2.621621621621621,10.143057603034055,34.52680987098703,0.4691388179850362,0.5048995038050456,0.5760937260820382,0.2651078625817942,0.1328367331262492,0.0259616782099182,0.5201260409235117,3619142.0,585,0.0,0,0,0,0,0
57,2020-01-02,623,1089,Imo,0.972972972972973,0.972972972972973,1.7479935794542536,10.978980892412684,71.7044890002818,0.3600290724137079,0.5951188700839131,0.481954211308931,0.2877011684665978,0.1854925627220922,0.0448520575023789,0.5015110336551765,5547527.0,1673,0.0,0,0,0,0,0
58,2020-01-02,138,288,Niger,0.4864864864864865,0.4594594594594595,2.0869565217391304,7.168065014740923,31.290012546025874,0.471202827926769,0.5035993963032889,0.5747410608624244,0.2731167156838087,0.1269444476838247,0.0251977757699421,0.5093248027202903,5745269.0,2051,0.0,0,0,0,0,0
59,2020-01-02,74,157,Adamawa,0.3783783783783784,0.3513513513513513,2.121621621621621,8.346640233434835,68.29064894940973,0.4474419886826158,0.5186029019248742,0.5547371957278797,0.2712278286011528,0.1400798662784575,0.0339551093925099,0.5068342598449392,4396599.0,1558,0.0,0,0,0,0,0
60,2020-01-02,170,368,Borno,0.5405405405405406,0.4054054054054054,2.164705882352941,18.28970134989308,56.07629277352075,0.4656333169168363,0.5077319274989265,0.5681088013450206,0.267848694888485,0.1374077481822571,0.0266347555842372,0.5216485478678367,6594992.0,878,0.0,0,0,0,0,0
61,2020-01-02,64,112,Katsina,0.1891891891891892,0.1621621621621621,1.75,9.543935909014364,46.41629217542799,0.4865580385324469,0.4881893734794351,0.5887183865969431,0.2570600295983013,0.1289689958166376,0.0252525879881179,0.509826765221673,8050462.0,2221,0.0,0,0,0,0,0
62,2020-01-02,28,72,Gombe,0.1621621621621621,0.3243243243243243,2.571428571428572,5.137192702863237,37.9608727740256,0.4747655452041227,0.4988770635927775,0.5879308286501329,0.2612908978627509,0.1244208822840163,0.0263573912030998,0.5284934612057086,3392445.0,792,0.0,0,0,0,0,0
63,2020-01-02,84,163,Nasarawa,0.2432432432432432,0.1891891891891892,1.9404761904761905,8.423200169337107,28.784986521630007,0.458082127493156,0.5146632772780603,0.5659788815017599,0.2789616738365272,0.1278048494329292,0.0272545952287837,0.5071486116542824,2557000.0,1149,0.0,0,0,0,0,0
64,2020-01-02,967,1822,Rivers,0.8648648648648649,0.8648648648648649,1.884177869700104,8.85895081356764,37.26232984013661,0.3607179556377358,0.6064986277483454,0.4807231132990501,0.3117280805452224,0.1747653895418086,0.0327834166139188,0.5155672987437575,7840763.0,719,0.0,0,0,0,0,0
65,2020-01-02,12712,23603,Lagos,1.0,1.0,1.8567495280050343,7.857005092249328,38.29925250049588,0.3302008890738382,0.6447111961662807,0.4286852457372615,0.3810200760039446,0.1652067634989127,0.0250879147598811,0.5212037107602719,14879754.0,2331,0.0,0,0,0,0,0
66,2020-01-02,36,95,Taraba,0.2972972972972973,0.2162162162162162,2.638888888888889,6.762905031797429,38.494732046667615,0.4572416308140842,0.515646300036468,0.5640582005007052,0.2758621934723189,0.1329675368775281,0.0271120691494477,0.5130515216955309,3046503.0,1361,0.0,0,0,0,0,0
67,2020-01-02,46,116,Benue,0.3513513513513513,0.2432432432432432,2.5217391304347827,7.642486187655306,92.56675875393388,0.4617573940726351,0.5075744703975699,0.5733536167601732,0.2616326461823774,0.1343456015276543,0.030668135529795,0.5046642022050832,5814928.0,2215,0.0,0,0,0,0,0
68,2020-01-02,105,205,Cross River,0.5675675675675675,0.4864864864864865,1.9523809523809523,6.475041357634483,36.4502090840296,0.3831984467942394,0.5834763463285051,0.502135152648951,0.2947624780048835,0.16977716246891,0.0333252068772555,0.5092349804775577,3958265.0,1477,0.0,0,0,0,0,0
69,2020-01-02,174,309,Abia,0.945945945945946,0.918918918918919,1.7758620689655171,28.88083826242,124.47551212205776,0.3534586567540875,0.5993948920037422,0.4772173178649938,0.2912414793900557,0.1843947515027802,0.0471464512421703,0.5005799209430734,3878977.0,1228,0.0,0,0,0,0,0
70,2020-01-02,328,545,Enugu,0.8378378378378378,0.7837837837837838,1.6615853658536586,13.71741708820689,62.674499415912216,0.3548333037798759,0.5979631440077704,0.4761775354318779,0.2856972362648325,0.1909216760909358,0.0472035522123537,0.4860696777676699,4415727.0,1387,0.0,0,0,0,0,0
71,2020-01-02,523,872,Anambra,0.918918918918919,0.945945945945946,1.6673040152963672,13.01787842331275,53.41776005064787,0.3550563739560004,0.6034760570706295,0.4786018827702001,0.297758685510539,0.1821718627458907,0.04146756897337,0.5059823635153309,5936784.0,1628,0.0,0,0,0,0,0
72,2020-01-02,424,799,Kaduna,0.4054054054054054,0.5135135135135135,1.884433962264151,6.240277044719913,33.33849888926905,0.4650370111053297,0.5075057258770135,0.572220496190532,0.2701385365938319,0.1301837041979793,0.0274572630176567,0.506968163107597,8758047.0,1082,0.0,0,0,0,0,0
73,2020-01-02,18,54,Zamfara,0.081081081081081,0.1081081081081081,3.0,6.307472759468314,29.92256191662779,0.4822951286895683,0.491700119890927,0.5828187567461904,0.2604491936749601,0.1307272981593448,0.0260047514195046,0.5030233221454106,4568319.0,908,0.0,0,0,0,0,0
74,2020-01-03,26,64,Bauchi,0.1351351351351351,0.081081081081081,2.4615384615384617,6.435227895621763,64.6740839853695,0.480968243685403,0.4930077633721537,0.5878427846138807,0.2584429549542655,0.1276902674894105,0.0260239929424433,0.5108444763587695,6690134.0,1312,0.0,0,0,0,0,0
75,2020-01-03,1646,4590,Federal Capital Territory,0.7837837837837838,0.7567567567567568,2.7885783718104498,15.228475069742396,73.98445924411573,0.3761808011877354,0.6090082893686061,0.4647575147158683,0.3850807498303427,0.1353508260101304,0.0148109094436585,0.5320270119615359,4834747.0,551,0.0,0,0,0,0,0
76,2020-01-03,558,754,Kano,0.5945945945945946,0.8378378378378378,1.3512544802867383,5.158166963440418,26.62165535312649,0.4727684792901625,0.5011033541407554,0.5813043954179103,0.263252261034827,0.1293151769781804,0.0261281665690821,0.5280232410357527,13612130.0,1562,0.0,0,0,0,0,0
77,2020-01-03,16,39,Kebbi,0.2162162162162162,0.1351351351351351,2.4375,4.188567263395242,11.88565317612529,0.4855904279683244,0.4880145634361266,0.585059796376168,0.2588060589640911,0.1297391360641919,0.0263950085955489,0.5032996532071795,4510474.0,1079,0.0,0,0,0,0,0
78,2020-01-03,295,569,Kwara,0.2702702702702703,0.5405405405405406,1.928813559322034,4.770643980424456,29.75662297704905,0.4385627401251425,0.5300045253998054,0.5447054154148318,0.2752902219695285,0.1485716281405875,0.0314327344750521,0.5069599109955376,3378707.0,893,0.0,0,0,0,0,0
79,2020-01-03,44,136,Bayelsa,0.6756756756756757,0.6216216216216216,3.090909090909091,20.39643611111036,251.9096334529056,0.3783532339759174,0.5884318304151591,0.4986653657890734,0.2953734256872361,0.172746272914767,0.0332149356089234,0.5125803164505587,2537774.0,385,0.0,0,0,0,0,0
80,2020-01-03,162,330,Akwa Ibom,0.8918918918918919,0.8918918918918919,2.037037037037037,9.612373647608552,38.10920324142226,0.3714473458477974,0.5933145115115984,0.49228859514798,0.2923319785292857,0.18014128368213,0.0352381426406041,0.5077076983792477,5665764.0,866,0.0,0,0,0,0,0
81,2020-01-03,46,69,Sokoto,0.1081081081081081,0.2702702702702703,1.5,26.55975036277732,113.84664808158183,0.476871893107996,0.4955998750778277,0.5763294364776721,0.2578859110466608,0.1382564206614907,0.0275282318141762,0.505624481563039,5027130.0,922,0.0,0,0,0,0,0
82,2020-01-03,1144,2001,Oyo,0.3243243243243243,0.6486486486486487,1.7491258741258742,5.893627591412492,32.17795393131281,0.3771123981268828,0.5836282165130016,0.4881978649411032,0.2949339042186691,0.177608845480112,0.0392593853601155,0.5019705838533485,8470586.0,1703,0.0,0,0,0,0,0
83,2020-01-03,7,18,Jigawa,0.054054054054054,0.054054054054054,2.571428571428572,5.785779358939371,12.32282568348592,0.4759832686855246,0.4966159109599566,0.5760210948304831,0.2600501871887575,0.1365278976262405,0.0274008203545187,0.505479893884154,5921830.0,721,0.0,0,0,0,0,0
84,2020-01-03,599,1088,Edo,0.7297297297297297,0.7027027027027027,1.8163606010016693,6.366645262381014,29.231793752087498,0.3648963025856633,0.5925314188027963,0.4805518691939805,0.3048544639625592,0.1720213882319198,0.0425722786115404,0.5050509097282766,4393070.0,968,0.0,0,0,0,0,0
85,2020-01-03,296,468,Osun,0.7027027027027027,0.6756756756756757,1.5810810810810811,7.349485779173723,23.914371476535443,0.3664183617258332,0.5944391290481575,0.4860156065557474,0.2938661017159756,0.1809757825022676,0.0391425092260092,0.5059847910635072,4828740.0,1612,0.0,0,0,0,0,0
86,2020-01-03,24,36,Ebonyi,0.6486486486486487,0.5675675675675675,1.5,7.140112356993298,33.65978621037153,0.407884931714409,0.5547080871017148,0.5271122675388593,0.2662117310894284,0.169269020187836,0.0374069811838761,0.4891615626926456,2983133.0,1099,0.0,0,0,0,0,0
87,2020-01-03,661,1349,Delta,0.8108108108108109,0.7297297297297297,2.0408472012102874,9.13988570055933,39.91218473813108,0.3720574714734357,0.5865213978831537,0.4899358686389854,0.2943202889085726,0.1743227118090315,0.0414211306434104,0.5024198117756394,5827726.0,908,0.0,0,0,0,0,0
88,2020-01-03,98,159,Plateau,0.4324324324324324,0.4324324324324324,1.6224489795918366,10.19050569518492,63.457175558918514,0.4414834442444224,0.5246600953608579,0.5527704940339703,0.2778685947237091,0.135504450847601,0.0338564603947196,0.4998115216363967,4350632.0,1365,0.0,0,0,0,0,0
89,2020-01-03,213,424,Ondo,0.5135135135135135,0.3783783783783784,1.9906103286384973,10.018780990255673,45.81887164841935,0.3789351627473649,0.5832181604477588,0.4957618731850775,0.291435224265627,0.1749562257444191,0.0378466768048762,0.5035690220992856,4673409.0,1024,0.0,0,0,0,0,0
90,2020-01-03,38,76,Kogi,0.4594594594594595,0.2972972972972973,2.0,9.588273227197057,28.7311904119538,0.4503783966172144,0.5217364067083422,0.558655817449993,0.2727602401956365,0.1406987456799271,0.0278851966744432,0.506811428561977,4836724.0,1514,0.0,0,0,0,0,0
91,2020-01-03,2091,3819,Ogun,0.7567567567567568,0.8108108108108109,1.8263988522238164,8.899441061004845,36.69800923436594,0.3764942420253995,0.5828607691591555,0.4768523698530335,0.3111878860038042,0.1713147553277172,0.040644988815445,0.4983858197437503,5854055.0,1705,0.0,0,0,0,0,0
92,2020-01-03,82,194,Ekiti,0.6216216216216216,0.5945945945945946,2.365853658536585,9.749972185212112,43.77105740609498,0.3662997956109909,0.5964268380769661,0.4940528950552443,0.2952535380717253,0.1734202005609874,0.037273366312043,0.5043048153321379,3510952.0,679,0.0,0,0,0,0,0
93,2020-01-03,21,50,Yobe,0.027027027027027,0.027027027027027,2.380952380952381,2.799818598907644,9.55270415046118,0.4691388179850362,0.5048995038050456,0.5760937260820382,0.2651078625817942,0.1328367331262492,0.0259616782099182,0.5201260409235117,3619142.0,585,0.0,0,0,0,0,0
